Dataset Name,Observation Date,Series Key,Series Display Name,Observation Value,Unit,Observation Status,Observation Status Comment,Sequence No.,Series name
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),475,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-4,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-4,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),539,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),507,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),507,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-4,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-4,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),571,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),562,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),562,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),1,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),1,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),631,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),594,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),594,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),10,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),10,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),672,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),466,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),466,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),14,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),14,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),548,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),524,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),524,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-3,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-3,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),589,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),534,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),54,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),480,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),12,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),12,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),614,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),555,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),555,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),18,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),18,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-May-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),641,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),563,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),563,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),15,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),15,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Apr-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),646,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),68,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),566,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),566,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),7,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),7,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Mar-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),641,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),533,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),533,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),5,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),5,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,29-Feb-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),605,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),295,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),295,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),21,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),21,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jan-76,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),383,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),317,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),317,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),33,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),33,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Dec-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),417,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),380,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),380,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),27,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),27,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Nov-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),474,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),406,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),406,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),16,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),16,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Oct-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),489,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),472,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),472,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),-10,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),-10,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Sept-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),529,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),438,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),438,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),2,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),2,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Aug-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),507,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),335,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),0,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),335,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),11,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),11,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,31-Jul-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),413,Million USD,Normal,,18,Total Reserve Assets
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00010,. Gold (1),67,Million USD,Normal,,1,Gold reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00020,. Total SBP Reserves (3=4+5+6+7+8-9),389,Million USD,Normal,,3,Total SBP Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00011,....... SDR holdings (4),17,Million USD,Normal,,4,Special Drawing rights holdings
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00013,....... Nostro balances (5),372,Million USD,Normal,,5,Nostro balances of SBP
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00040,. Total Banks Reserves (11=12+13+14-15-16-17),30,Million USD,Normal,,11,Total Banks Reserves
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00018,....... Trade Nostro (13),30,Million USD,Normal,,13,Trade Nostro of banks
Gold and Foreign Exchange Reserves of Pakistan,30-Jun-75,TS_GP_EXT_PAKRES_M.Z00070,. Total Reserve Assets (18=1+3+11),486,Million USD,Normal,,18,Total Reserve Assets
